"query"	"significant"	"p_value"	"term_size"	"query_size"	"intersection_size"	"precision"	"recall"	"term_id"	"source"	"term_name"	"effective_domain_size"	"source_order"	"parents"	"evidence_codes"	"intersection"
"406"	query_1	TRUE	0.0134893040680134	131	1919	29	0.0151120375195414	0.221374045801527	GO:0046683	GO:BP	response to organophosphorus	21017	12314	GO:0042221	IDA,ISS IEA,IEA,IDA IBA,IEP,IEA,IEA,IDA,IMP,IEA,IEA,IMP ISS IEA,IEA,IEA,IDA IEA,IEA,IEA,IEA,IDA,IEA,IDA,IEA,IEA,IDA,IDA ISS IBA IEA,IDA,IDA,IEA,IEA	NT5E,STAT1,PTK2B,RAP1B,AKR1C1,PTAFR,PANX1,HSP90B1,EZR,STC1,BIRC2,ABCC9,RELA,PNPT1,P2RX4,NPR2,FOS,FOSB,RAPGEF1,PTGS2,RAPGEF3,TRPM4,FOSL1,HCN2,P2RY6,DGKQ,PDE2A,ASS1,COL1A1
"407"	query_1	TRUE	0.0136794421551085	98	1919	24	0.0125065138092757	0.244897959183673	GO:2001237	GO:BP	negative regulation of extrinsic apoptotic signaling pathway	21017	26426	c("GO:0097191", "GO:2001234", "GO:2001236")	IMP IBA,IMP,IDA,IDA IMP,IDA IBA IEA,IMP,IDA,IEA,IDA IEA,IMP,IDA,IEA,IMP IEA,IMP,IMP IBA,IMP,IMP,IEA,IDA,IMP IEA,IMP,ISS,IEA,IEA	IFI6,TMBIM1,ICAM1,CFLAR,PEA15,SERPINE1,CSF2,CTNNA1,TNFAIP3,HSPA1B,TNF,ITPRIP,RELA,ITGAV,SRC,SH3RF1,HSPA1A,CTTN,NRG1,RIPK1,HMOX1,ARHGEF2,COL2A1,IL7
"408"	query_1	TRUE	0.0139513066003989	159	1919	33	0.017196456487754	0.207547169811321	GO:0030183	GO:BP	B cell differentiation	21017	6700	c("GO:0030098", "GO:0042113")	TAS,TAS,IEA,NAS,NAS,ISS IEA,ISS IEA,IEA,ISS,ISS IEA,IMP ISS IEA,ISS,IEA,ISS IEA,IEA,ISS IEA,ISS IEA,IEA,IEA,ISS IEA,IEA,IEA,IBA,IEA,IEA,TAS,IBA,ISS IEA,IEA,NAS,IBA,IEA,ISS	INHBA,HDAC9,ST3GAL1,IL11,KLF6,PTK2B,MMP14,CYLD,IL6,CLCF1,FNIP1,ID2,TNFSF13B,NOTCH2,BAK1,DNAJB9,PLCG2,NFKBIZ,CARD11,LRRC8A,BCL3,TCIRG1,IFNB1,LGALS1,POU2F2,HDAC5,IFNE,NCKAP1L,NTRK1,PIK3CD,IFNK,IL7,IL4I1
"409"	query_1	TRUE	0.0141029430862714	45	1919	15	0.00781657113079729	0.333333333333333	GO:0030574	GO:BP	collagen catabolic process	21017	6846	c("GO:0009056", "GO:0032963")	IDA,IDA,IBA IEA,IBA TAS IEA,IBA TAS IEA,IBA TAS IEA,IBA TAS IEA,IDA,TAS,IDA IBA TAS IEA,IBA TAS IEA,IMP,IDA IEA,IDA,IBA	CTSS,CTSL,MMP19,MMP9,MMP10,MMP1,MMP14,CTSB,FURIN,MMP13,MMP3,CST3,CTSK,FAP,MMP17
"410"	query_1	TRUE	0.0142597160059277	210	1919	40	0.0208441896821261	0.19047619047619	GO:0070374	GO:BP	positive regulation of ERK1 and ERK2 cascade	21017	16085	c("GO:0043410", "GO:0070371", "GO:0070372")	IBA,IEA,IMP,IDA IBA IEA,IMP,IEA,IDA IMP,IMP,IDA IBA,IGI,IEA,IMP,NAS,IBA,IDA,IDA,IMP,IEA,IEA,ISS IEA,IEA,IMP,IDA IMP,IDA IEA,IEA,IEA,IEA,IDA IBA,IBA,IBA,IMP IEA,IDA,IDA,IDA,IDA IGI IEA,IMP,IDA,IBA,IMP IBA IEA,ISS IEA	CCL5,INHBA,SPRY2,SEMA7A,ICAM1,CFLAR,BMP2,PTK2B,CD44,APP,RAP1B,MFHAS1,TNF,CCL20,FERMT2,NOTCH2,MAP2K1,SRC,GNAI2,PRKD2,TPBG,NRG1,VEGFA,FGF2,AKAP12,ITGB3,RAPGEF1,CCL3,CCL4,CCL4L2,ACKR3,TGFB1,NTRK1,P2RY6,MIF,GCNT2,S100A7,CCL24,PTPN22,CSF1R
"411"	query_1	TRUE	0.0146858002732537	92	1919	23	0.0119854090672225	0.25	GO:1903510	GO:BP	mucopolysaccharide metabolic process	21017	23060	GO:0030203	TAS,ISS IEA,IDA IBA TAS IEA,TAS,IDA,IDA,IMP TAS IEA,IDA TAS IEA,IDA,TAS,IBA TAS IEA,IEA,IBA TAS,IDA,TAS,IEA,IEA,IDA,TAS,TAS,IEA,TAS,IEA	ST3GAL1,UGDH,DSE,B3GNT2,TNFAIP6,CD44,CEMIP,CHST11,NFKB1,CHST15,CSGALNACT2,TMEM2,CHPF2,FGF2,UST,NDST1,HPSE,TGFB1,CHST2,ST3GAL2,XYLT2,B3GNT4,ITIH4
"412"	query_1	TRUE	0.0149533370340071	181	1919	36	0.0187597707139135	0.198895027624309	GO:0007565	GO:BP	female pregnancy	21017	3043	c("GO:0044703", "GO:0044706")	IEA,IEA,IEA,IEA,IEA,IEA,TAS IEA,IMP,IEA,TAS,IEA,IEA,IEA,IEP,ISS IEA,IMP,NAS,IEA,IMP,IEA,IEA,IEA,TAS,IMP,IBA TAS IEA,IEA,IEA,IEA,IEA,TAS,IEA,IEA,IEA,IEA,TAS,ISS	ITGA5,ITGA2,MMP9,GJB2,ADCY7,VMP1,PPARD,TIMP1,CTSB,PTHLH,ADM,SLC2A1,STC1,CYP27B1,PCSK5,CALR,APOL2,JUNB,VEGFA,FOS,FOSB,ITGB3,TEAD3,MAGED2,OXTR,PTGS2,CLDN4,CITED2,BMPR2,IDO1,ACE2,LIF,FOSL1,TGFB1,PRLR,ACOD1
"413"	query_1	TRUE	0.0151097599680555	105	1919	25	0.0130276185513288	0.238095238095238	GO:1905954	GO:BP	positive regulation of lipid localization	21017	25044	c("GO:0010876", "GO:0048518", "GO:1905952")	IEA,IDA,IBA,IMP,IEA,IMP,IC,IDA,IDA ISS IEA,IEA,ISS IEA,NAS,IEA,IDA,ISS IEA,IDA,IDA,IEA,IEA,IMP,ISS IEA,IEA,IEA,ISS,IDA IMP IEA	ABCA1,LIPG,PLIN3,NFKBIA,BMP6,PRKCD,NFKB1,PRELID1,ABCA12,EDN1,EHD1,P2RX4,TMF1,NKX3-1,IKBKE,C1QTNF1,C3,DAB2,ABCG1,CES1,ABCA5,NTSR1,MIF,LRP1,NR1H2
"414"	query_1	TRUE	0.0152665348716985	256	1919	46	0.023970818134445	0.1796875	GO:1901136	GO:BP	carbohydrate derivative catabolic process	21017	21244	c("GO:0009056", "GO:1901135")	ISS,IDA,IBA IEA,IDA IBA,TAS,IBA,IDA IBA IEA,IMP,IDA,IGI,IMP IEA,IMP IEA,ISS IBA TAS IEA,IEA,TAS,IGI,IDA,IDA TAS IEA,IEA,IBA IEA,IEA,IEA,IMP IBA IEA,IBA TAS IEA,IBA IEA,IDA,NAS,IBA IEA,TAS IEA,IMP,IEA,TAS IEA,IDA,IDA,IEA,IDA IEA,IEA,IDA IEA,IDA,IEA,IBA TAS IEA,IDA IEA,IEA,IEA,IEA,IDA IBA	CTSL,PNP,NT5E,ENTPD7,AMPD3,NEU1,CDA,PRKCD,CD44,APP,CEMIP,SLC2A6,ENO2,NT5C3A,SMPD1,PSEN1,APOBEC3G,PGAM1,STAT3,TPI1,TMEM2,IER3,ALDOA,HK2,CTBS,FGF2,LDHA,FBXO6,NAGK,CST3,PGLYRP4,BPGM,MAN1A1,GPC1,PDE7A,PDE4A,HGSNAT,HPSE,TGFB1,APOBEC3F,GM2A,SIRT6,APOBEC3A,FKRP,LYG1,PDE2A
"415"	query_1	TRUE	0.0153013634709943	125	1919	28	0.0145909327774883	0.224	GO:0010811	GO:BP	positive regulation of cell-substrate adhesion	21017	4423	c("GO:0010810", "GO:0031589", "GO:0045785")	IEA,ISS,IEA,IDA,IMP,IMP,IMP,IMP,IGI,ISS IEA,IEA,IMP,IMP IGI,IDA,IEA,IMP,IGI,IDA,ISS IEA,IMP,IEA,IEA,IMP,IEA,IMP,IMP,IBA IEA,IMP	ITGA5,MAP4K4,FERMT1,FN1,PTK2B,S100A10,NEDD9,AGR2,JUP,CSF1,SDC4,P4HB,FERMT2,JAK2,UNC13D,CALR,ILK,VEGFA,MDK,DOCK5,PREX1,ITGB3,TESK1,DAB2,FLNA,RRAS,CCDC80,EFEMP2
"416"	query_1	TRUE	0.0157568246344904	62	1919	18	0.00937988535695675	0.290322580645161	GO:1900024	GO:BP	regulation of substrate adhesion-dependent cell spreading	21017	20331	c("GO:0010810", "GO:0034446")	ISS IBA,IMP,IMP,IMP,IMP,IMP,IGI,IEA,IMP,IGI,ISS IEA,IMP,IEA,IEA,IMP,IEA,IMP,IDA	PDPN,SPRY4,S100A10,NEDD9,P4HB,GBP1,FERMT2,UNC13D,CALR,ILK,MDK,DOCK5,PREX1,ITGB3,TESK1,DAB2,FLNA,MELTF
"417"	query_1	TRUE	0.0159095114353162	335	1919	56	0.0291818655549765	0.167164179104478	GO:0060562	GO:BP	epithelial tube morphogenesis	21017	14746	c("GO:0002009", "GO:0035239")	IEA,IEA,ISS,IEA,ISS IEA,IBA IEA,IEA,IDA,IEA,ISS IEA,IMP,IEA,ISS IBA,IDA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,TAS,IEA,IEA,IEA,IEA,IDA IMP ISS,IDA,IBA IEA,ISS,IMP,ISS,ISS IEA,IEA,ISS IEA,IEA,ISS IEA,IMP NAS,IDA,ISS IEA,IEA,IEP ISS IEA,IMP IGI,ISS IEA,IEA,IMP,ISS IEA,ISS IEA,IEA,IEA,IEA,IMP,IGI,IEA,IEA,TAS	TBX3,SPRY2,MTSS1,PML,BMP2,NRARP,MMP14,CXCL10,FOXA1,EPHA2,COL4A1,CSF1,RNF207,TNF,ADM,PSEN1,SDC4,TNC,KDM5B,NOTCH2,SRC,PRKD2,KDM6A,NR3C1,ILK,EDN1,VEGFA,FGF2,VASP,VANGL2,MDK,PODXL,NKX3-1,TRAF6,FOXD1,SPINT1,DVL1,MTHFR,MMRN2,RYR2,CITED2,PAX8,STARD13,SOX9,CTNS,ITGAX,SEMA4C,TGFB1,LAMA1,HS3ST3B1,NTN1,SIRT6,PIK3CD,EPHA4,KRAS,CSF1R
"418"	query_1	TRUE	0.0160734753985822	226	1919	42	0.0218863991662324	0.185840707964602	GO:0051651	GO:BP	maintenance of location in cell	21017	13864	c("GO:0009987", "GO:0051235", "GO:0051641")	IMP,IDA,IDA IC,ISS IEA,ISS IEA,IDA,IDA IMP,IDA,IMP,IMP,NAS,IDA IBA,IEA,IBA,TAS,IBA,IBA,IEA,IDA IBA IEA,IMP,IDA,IBA IEA,IEA,IDA IBA,IBA,ISS,IDA IBA IEA,IEA,IEA,IDA,IEA,NAS,IDA,IGI,IDA IMP ISS IBA IC IEA,IEA,TAS,IEA,ISS TAS,IEA,IEA,IEA	SP100,PML,GSTO1,PTK2B,ERO1A,CXCL10,MORC3,CEMIP,GSN,HSPA5,HSP90B1,TMSB4X,PSEN1,TMSB10,CALR,PLCE1,ITPR3,PAFAH1B1,PLCG2,HK2,FGF2,UBASH3B,DBN1,INSIG1,FTH1,SRGN,SLC8B1,ITGB3,LYN,OS9,MCOLN1,FLNA,CCL3,ANK3,RYR2,TGFB1,S100A9,NTSR1,P2RY6,GM2A,CORO1A,FKRP
"419"	query_1	TRUE	0.0162167983017319	153	1919	32	0.0166753517457009	0.209150326797386	GO:0010508	GO:BP	positive regulation of autophagy	21017	4183	c("GO:0006914", "GO:0009896", "GO:0010506")	IDA IMP,IMP IBA,IMP IBA,IGI,IMP,IDA,IMP,IMP,IGI TAS IEA,IMP,ISS IEA,IMP,IBA,IEA,IDA,IMP IBA,IMP,IDA,IDA,IDA,IDA,IDA,IDA ISO IEA,IMP IBA IEA,IDA ISS ISO IBA IEA,IMP,IDA,ISS,IDA,IDA IMP IEA,IDA,IDA IGI	OPTN,TRIM22,TRIM21,BNIP3L,MID2,PLK3,PIP4K2C,RALB,BNIP3,SH3GLB1,TICAM1,SMCR8,TRIM38,HMOX1,WDR45,CALCOCO2,HSPB8,MEFV,ATG2A,SQSTM1,SPTLC2,PLK2,ATG13,RNF152,ULK1,TOM1,WIPI1,IFNB1,GPSM1,AMBRA1,USP20,DCN
"420"	query_1	TRUE	0.0164916193104241	74	1919	20	0.0104220948410631	0.27027027027027	GO:0072678	GO:BP	T cell migration	21017	17496	GO:0072676	IDA IBA,IEA,ISS,IEA,ISS IEA,IDA,IDA IMP,IMP,IEA,IDA ISS,IMP IBA IEA,IBA,IEA,IBA,IDA,IEA,TAS,ISS,IEA,IDA	CCL5,TNFSF14,ABL2,ICAM1,ADAM8,MSN,CXCL10,APP,ECM1,CCL20,OXSR1,CXCL16,ITGB3,TNFRSF14,CCL3,PLEC,PIK3CD,CD200,CORO1A,S100A7
"421"	query_1	TRUE	0.0169783224572526	257	1919	46	0.023970818134445	0.178988326848249	GO:0006898	GO:BP	receptor-mediated endocytosis	21017	2552	GO:0006897	IDA,IBA,ISS,IGI,IMP,IDA,IMP ISS IBA TAS IEA,IEA,IBA,IMP,IGI,ISS IEA,IMP,IDA,IDA IMP IBA IEA,IEA,IMP,IDA,IBA,TAS,IMP,IEA,ISS,NAS IEA,IMP,IMP NAS IEA,IDA IMP,IEA,IDA,IDA,IMP,IDA,EXP IDA IMP,ISS IEA,IMP IBA,IMP IBA,IEA,IEA,ISS,IGI ISS,NAS,IMP,IMP IBA,IDA,IMP ISS IBA TAS,ISS	CTSL,STON2,CEACAM1,B2M,CD63,SERPINE1,LDLR,CAP1,CLTB,SDCBP,RALB,CD9,RAB31,CXCL8,PICALM,EZR,HNRNPK,ADM,ITSN2,PDLIM7,ITGAV,NUMB,CTTN,CXCL16,UBQLN2,HIP1R,NRG1,PLCG2,VLDLR,VEGFA,RNASEK,CALCRL,ITGB3,C3,DAB2,LMBR1L,SLC9B2,ARC,ARHGAP27,CLU,ACE2,ACKR3,GAK,SCYL2,LRP1,FCER1G
"422"	query_1	TRUE	0.0170760426121067	219	1919	41	0.0213652944241793	0.187214611872146	GO:0001906	GO:BP	cell killing	21017	524	GO:0009987	ISS IEA,IBA,IDA IBA,IDA IMP,IMP,IEA,IEA,TAS,IDA IBA,IEA,IEA,IEA,IDA,IDA,IDA IBA,ISS,IBA,ISS IEA,IMP,IEA,IBA,IDA IMP IBA,IDA,IDA,IEA,IMP,IDA IMP,IBA IEA,IDA IMP IBA,IDA,IDA,IMP,IEA,ISS,IMP,ISS IEA,IDA,IDA IMP,IMP,IDA,IDA IEA	GBP5,HLA-C,HLA-A,CEACAM1,SERPINB9,B2M,IL7R,ICAM1,HLA-E,MYD88,NINJ1,RNF19B,RNASE7,CD55,ULBP2,GBP3,TREM1,IL23A,ARL8B,CTSC,RAET1L,HLA-F,GBP1,APOL1,UNC13D,LYST,KRT6A,MICB,NECTIN2,PGLYRP4,CFH,PLEKHM2,C3,GBP2,NCKAP1L,DNASE1,TGFB1,ROMO1,CORO1A,IL12A,S100A12
"423"	query_1	TRUE	0.0172199922531671	304	1919	52	0.0270974465867639	0.171052631578947	GO:2000146	GO:BP	negative regulation of cell motility	21017	25494	c("GO:0040013", "GO:0048523", "GO:0048870", "GO:2000145")	IDA IEA,IDA,IMP,IMP,IMP,IDA,IMP,IDA,ISS IEA,IGI,IMP,IEA,IDA,ISS IBA IEA,IDA,IMP,IDA,IMP,IEA,IMP,IDA IEA,IMP,IEA,ISS IEA,IDA,TAS,IDA,TAS,ISS IEA,IDA IBA,IEA,NAS,IMP,IMP,IMP IGI,IMP,IMP,IEA,IMP,TAS,IMP,IDA,IDA,IMP,IDA,IDA IMP,IEA,ISS,ISS,IMP,IEA,NAS	ATP2B4,BST2,SP100,NAV3,TRIB1,SERPINE1,DUSP1,TNFAIP6,NEDD9,JUP,TIMP1,CTNNA1,TNF,RAP2C,PTGER4,DNAJA4,STC1,AFDN,STAT3,CALR,KLF4,DUSP22,IL24,NBL1,FGF2,HMOX1,IGFBP3,ALOX15B,MCTP1,MMRN2,RRAS,ARID4B,ADTRP,CITED2,STARD13,CDH11,CLDN5,IL33,HDAC5,SMAD7,PTPRR,TGFB1,RGCC,CORO1B,DCN,MIF,GNRH1,LRP1,CD200,EPHA4,SEMA6D,ARID4A
"424"	query_1	TRUE	0.0178423085477296	93	1919	23	0.0119854090672225	0.247311827956989	GO:0001938	GO:BP	positive regulation of endothelial cell proliferation	21017	552	c("GO:0001935", "GO:0001936", "GO:0050679")	IMP,IBA IEA,IEA,IEA,IBA,IDA,IDA IBA IEA,IEA,IEA,IMP IGI,IDA IMP IGI ISS IBA,IDA IMP IGI IEA,IGI,ISS IEA,IBA,IMP,IMP,IMP,IDA,IMP,IGI,IDA,IDA	EGR3,NRARP,BMP6,RICTOR,VEGFC,ECM1,MYDGF,POLD4,STAT3,PRKD2,VEGFA,FGF2,HMOX1,MDK,IGF2,STAT5A,ITGB3,NR4A1,ANG,SIRT6,PIK3CD,THBS4,CCL24
"425"	query_1	TRUE	0.0178423085477296	93	1919	23	0.0119854090672225	0.247311827956989	GO:0046849	GO:BP	bone remodeling	21017	12401	GO:0048771	IEA,IEA,ISS IEA,ISS IEA,ISS,ISS IEA,NAS,ISS IEA,IMP,ISS IBA TAS IEA,IMP,ISS IEA,IBA IEA,IEA,TAS IEA,IEA,IEA,ISS,IEA,IEA,ISS IEA,IEA,ISS	RAB7A,RAC2,ADAM8,PTK2B,IL6,EPHA2,TNFAIP3,PLEKHM1,NOTCH2,SRC,TPP1,MDK,UBASH3B,DOCK5,ITGB3,TRAF6,LRRK1,SYT7,TCIRG1,CTSK,IL7,OSCAR,CSF1R
"426"	query_1	TRUE	0.0179969232666002	26	1919	11	0.00573215216258468	0.423076923076923	GO:0034138	GO:BP	toll-like receptor 3 signaling pathway	21017	8446	GO:0140894	IMP,IEA,IDA,IEA,IDA,IDA,IMP IBA IEA,IDA,TAS,ISS IBA,IMP IBA IEA	OAS1,PELI1,TNFAIP3,TNF,SRC,TICAM1,UNC93B1,TLR3,TRAF6,TNIP2,PTPN22
"427"	query_1	TRUE	0.018075812594371	168	1919	34	0.0177175612298072	0.202380952380952	GO:0030041	GO:BP	actin filament polymerization	21017	6662	c("GO:0008154", "GO:0051258")	IMP,IEA,IEA,ISS IEA,IEA,IDA IMP ISS IBA TAS IEA,IEA,IEA,IDA IBA,IBA,NAS,ISS IBA IEA,IMP ISS,IMP IEA,IDA,IEA,IDA IBA,IBA,IBA TAS IEA,TAS IEA,IBA,IBA,ISS,IMP,IDA IBA,IMP IEA,IBA IEA,IEA,IBA,IDA,IEA,IMP,IDA,IBA IEA	PTK2B,SPTBN5,RICTOR,PRKCD,ARPC5L,GSN,ARPC5,SPTAN1,TMSB4X,TMSB10,JAK2,FCHSD1,CTTN,HIP1R,CSF3,KANK2,VASP,FHDC1,CAPG,PREX1,DIAPH2,INF2,ANG,FER,CDC42EP2,NCKAP1L,KANK3,ARPC4-TTLL3,FLII,PAK3,CORO1A,CORO7,CCL24,AVIL
"428"	query_1	TRUE	0.0180775611151012	106	1919	25	0.0130276185513288	0.235849056603774	GO:0008630	GO:BP	intrinsic apoptotic signaling pathway in response to DNA damage	21017	3218	c("GO:0006974", "GO:0097193")	IEA,IBA,IDA ISS IBA IEA,IEA,IDA,IEA,IDA,IDA,IDA,IEA,IEA,ISS,IEA,IBA IEA,IMP,IMP,IMP,IBA IEA,IEA,IMP,IMP,IEA,IDA,IDA,IDA IBA	CDKN1A,BCL2A1,PML,SOD2,CD44,SKIL,EPHA2,IFI16,SFN,TNF,HNRNPK,FNIP2,IER3,BAK1,SNAI1,IKBKE,BCL3,TNFRSF1B,BBC3,CLU,ACKR3,PIAS4,MIF,MUC1,PHLDA3
"429"	query_1	TRUE	0.0180775611151012	106	1919	25	0.0130276185513288	0.235849056603774	GO:0014013	GO:BP	regulation of gliogenesis	21017	4586	c("GO:0042063", "GO:0050767")	IEA,ISS IEA,IDA,ISS IEA,IEA,IEA,IDA,ISS IEA,ISS,IDA IGI,IEA,ISS IEA,ISS IEA,IDA,ISS IEA,IEA,IEA,IEA,ISS IBA IEA,IEA,IEA,ISS IEA,IEA,IEA,IEA	IL6ST,BMP2,SERPINE2,LDLR,MBD1,VEGFC,IL6,CLCF1,ID2,TNF,RELA,EGR2,NR1D1,MDK,ZNF365,LYN,PLAG1,SPINT1,TNFRSF1B,IL33,LIF,TGFB1,NTN1,MYRF,KRAS
"430"	query_1	TRUE	0.0184529862016066	161	1919	33	0.017196456487754	0.204968944099379	GO:0001935	GO:BP	endothelial cell proliferation	21017	549	GO:0050673	IMP,IMP,IBA IEA,IEA,IEA,IEA,IBA,IDA,IEA,IEA,IDA IBA IEA,IEA,IEA,IMP IGI,IDA IMP IGI ISS IBA,IDA IMP IGI NAS IEA,IGI TAS,ISS IEA,IBA,IMP,IMP,IMP,IDA,IDA IEA,IMP,IDA,IMP,IGI,IDA,IMP,ISS,IDA,IGI	STAT1,EGR3,NRARP,BMP6,MMP14,RICTOR,VEGFC,ECM1,EPHA2,TNF,MYDGF,POLD4,STAT3,PRKD2,VEGFA,FGF2,HMOX1,MDK,IGF2,STAT5A,ITGB3,NR4A1,ANG,MMRN2,BMPR2,RGCC,SIRT6,PIK3CD,THBS4,LOXL2,FUT2,CCL24,IL12A
"431"	query_1	TRUE	0.0188038502605264	147	1919	31	0.0161542470036477	0.210884353741497	GO:0002705	GO:BP	positive regulation of leukocyte mediated immunity	21017	1223	c("GO:0002443", "GO:0002699", "GO:0002703")	IBA,IDA IBA,IDA IEA,IDA IBA,IDA,IBA,ISS IEA,ISS,ISS IEA,ISS IEA,IEA,IBA,IDA IMP IBA,IEA,IMP,ISS IBA IEA,IBA,ISS IEA,IEA,IDA IMP IBA,ISS,IEA,IMP,IEA,IDA,IEA,ISS,IDA,IDA,IBA,IDA	HLA-C,HLA-A,B2M,HLA-E,CD55,ULBP2,RSAD2,IL6,CLCF1,IL23A,PTAFR,RAET1L,HLA-F,TNF,STX4,TICAM1,MICB,PLCG2,NLRP3,NECTIN2,ZP3,STAT6,TRAF6,C3,IL18R1,ARID5A,SH2D1B,IL1R1,TGFB1,TICAM2,IL12A
"432"	query_1	TRUE	0.0189589946409256	57	1919	17	0.0088587806149036	0.298245614035088	GO:0048008	GO:BP	platelet-derived growth factor receptor signaling pathway	21017	12464	GO:0007169	IMP IEA,IEA,TAS,IEA,IEA,IEA,IMP,IDA,IEA,IEA,IEA,IEA,ISS TAS IEA,ISS IEA,IEA,ISS,ISS IEA	PTPN1,CSRNP1,PTPN12,TIPARP,JAK2,SRC,HIP1R,VEGFA,PDGFRL,ITGB3,RAPGEF1,CSPG4,FER,PTGIR,MYO1E,LRP1,BCAR1
"433"	query_1	TRUE	0.0191685111342333	46	1919	15	0.00781657113079729	0.326086956521739	GO:0140467	GO:BP	integrated stress response signaling	21017	19788	c("GO:0033554", "GO:0141124")	NAS,TAS,NAS,IDA IBA IEA,IDA,TAS,NAS,NAS,TAS,TAS,NAS,NAS,NAS,NAS,NAS	BATF2,HERC5,NFE2L3,PTPN1,AGR2,HSPA5,CREB3,MAFB,PPP1R15A,PPP1R15B,JUNB,FOS,CEBPA,FOSL1,BATF3
"434"	query_1	TRUE	0.0191685111342333	46	1919	15	0.00781657113079729	0.326086956521739	GO:0045687	GO:BP	positive regulation of glial cell differentiation	21017	11535	c("GO:0010001", "GO:0014015", "GO:0045685")	IEA,ISS IEA,IDA,ISS IEA,ISS,IEA,ISS IEA,IDA,ISS IEA,IEA,ISS IBA IEA,IEA,IEA,ISS IEA,IEA	IL6ST,BMP2,SERPINE2,CLCF1,ID2,RELA,EGR2,MDK,ZNF365,SPINT1,TNFRSF1B,IL33,LIF,TGFB1,MYRF
"435"	query_1	TRUE	0.0191685111342333	46	1919	15	0.00781657113079729	0.326086956521739	GO:1902041	GO:BP	regulation of extrinsic apoptotic signaling pathway via death domain receptors	21017	21964	c("GO:0008625", "GO:2001236")	IMP,IDA,IMP,IDA,IDA IMP,IDA IBA IEA,IMP,IEA,IMP,IDA,IEA,IMP,IMP,ISS,IDA	SP100,PMAIP1,TMBIM1,ICAM1,CFLAR,PEA15,SERPINE1,SKIL,ATF3,TNFAIP3,ITPRIP,STX4,HMOX1,ARHGEF2,TMC8
"436"	query_1	TRUE	0.0193624396392707	183	1919	36	0.0187597707139135	0.19672131147541	GO:0045580	GO:BP	regulation of T cell differentiation	21017	11431	c("GO:0030217", "GO:0045619", "GO:0050863")	IDA,NAS,IEA,IEA,ISS IEA,IEA,IEA,IDA IBA,IEA,ISS IEA,ISS IBA IEA,IBA,IDA,IEA,IEA,ISS,IEA,NAS,ISS IEA,IEA,IMP ISS IEA,ISS,IDA,IDA,ISS IEA,IEA,IDA IEA,IDA IEA,ISS IEA,ISS IEA,IEA,IBA,IEA,ISS IEA,IDA,IMP ISS IEA	PNP,CD86,IL7R,EGR3,ADAM8,NRARP,IL15,ANXA1,CYLD,IRF1,IL23A,TNFSF9,PRELID1,BTN2A2,ZEB1,SH3RF1,NLRP3,JUNB,NFKBIZ,CARD11,MDK,NFKBID,IFNL1,IFNB1,ZBTB7B,CD83,KLHL25,AMBRA1,NCKAP1L,SMAD7,CYP26B1,IL36B,TGFB1,IL7,IL4I1,SOCS1
"437"	query_1	TRUE	0.0198634695238486	100	1919	24	0.0125065138092757	0.24	GO:0002275	GO:BP	myeloid cell activation involved in immune response	21017	807	c("GO:0002274", "GO:0002366")	IDA,IEA,IEA,IMP,IEA,IEA,IEP,IMP,IMP IBA IEA,IMP,IEA,ISS IEA,IMP,ISS IBA IEA,IDA,ISS IBA IEA,IEA,ISS,IEA,IDA,ISS IEA,IMP,TAS,IBA	IFI35,RAC2,MYD88,VAMP8,PTAFR,TNF,STXBP3,UNC13D,SBNO2,STX4,TICAM1,PLCG2,DYSF,LYN,CCL3,FER,IL13RA2,GAB2,IL33,NMI,DNASE1,ADGRE2,PIK3CD,FCER1G
"438"	query_1	TRUE	0.0201903621093053	63	1919	18	0.00937988535695675	0.285714285714286	GO:0048247	GO:BP	lymphocyte chemotaxis	21017	12605	c("GO:0030595", "GO:0072676")	IDA IBA,IEA,IDA,ISS IEA,ISS IEA,IDA IMP,ISS IEA,IBA,IMP IBA IEA,IBA IEA,ISS IEA,IDA IBA,IEA,IDA IBA,IBA,TAS,IDA,IBA	CCL5,TNFSF14,SAA1,ADAM8,PTK2B,CXCL10,NEDD9,CCL20,OXSR1,CXCL16,SLC8B1,CCL3,PLEC,CCL4,CCL4L2,PIK3CD,S100A7,CCL24
"439"	query_1	TRUE	0.0206723807734687	169	1919	34	0.0177175612298072	0.201183431952663	GO:1903034	GO:BP	regulation of response to wounding	21017	22714	c("GO:0009611", "GO:0080134")	IGI,TAS,ISS,NAS,IDA IMP IGI IBA TAS NAS IC,IBA TAS NAS IC IEA,IDA ISS IC IEA,IDA IBA,ISS IEA,NAS,IDA,IDA,ISS,IMP,IMP,IDA IEA,IEA,IEA,TAS,IDA,ISS IEA,IDA,IEA,IEA,IDA,IC,IMP,IEA,IDA,IMP,IDA IEA,IDA,IC,ISS IEA	FERMT1,SERPINB2,CEACAM1,PLAUR,SERPINE1,PLAU,SERPINE2,ANXA1,PRKCD,TNFAIP3,CD9,TNF,OCLN,HBEGF,FERMT2,STAT3,MAP2K1,KLF4,EDN1,FGF2,MDK,TFPI,UBASH3B,DDR2,C1QTNF1,USF1,CLDN4,FLNA,TNFRSF12A,ADTRP,IL33,HPSE,FAP,EPHA4
